email,name,return_path,metadata,substitution_data,tags
anon39306274@sedemo.sink.sparkpostmail.com,Leonard Denman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 50959508}","{""memberType"": ""gold"", ""state"": ""AR""}","[""bacon""]"
anon50063592@sedemo.sink.sparkpostmail.com,Lenore Dorf,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 62557996}","{""memberType"": ""bronze"", ""state"": ""FL""}",[]
anon55547487@sedemo.sink.sparkpostmail.com,Rodney Gruwell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 30063674}","{""memberType"": ""bronze"", ""state"": ""GA""}","[""gwen"", ""bacon"", ""pinkerton"", ""hass"", ""lamb hass"", ""fuerte""]"
anon37063323@sedemo.sink.sparkpostmail.com,Mildred Green,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 97864531}","{""memberType"": ""gold"", ""state"": ""TN""}","[""fuerte"", ""bacon""]"
anon45203621@sedemo.sink.sparkpostmail.com,Esperanza Mcculla,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 72047331}","{""memberType"": ""silver"", ""state"": ""OH""}","[""hass"", ""gwen"", ""pinkerton"", ""fuerte"", ""lamb hass"", ""bacon""]"
anon42014161@sedemo.sink.sparkpostmail.com,Jay Masri,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 19076596}","{""memberType"": ""gold"", ""state"": ""MO""}","[""fuerte"", ""lamb hass"", ""hass"", ""gwen"", ""pinkerton"", ""bacon""]"
anon87058075@sedemo.sink.sparkpostmail.com,Elizabeth Denman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 76774991}","{""memberType"": ""gold"", ""state"": ""NH""}","[""bacon"", ""fuerte"", ""gwen"", ""hass""]"
anon17542518@sedemo.sink.sparkpostmail.com,Ellyn Mcculla,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 93457809}","{""memberType"": ""gold"", ""state"": ""FM""}","[""gwen"", ""bacon"", ""reed"", ""fuerte"", ""pinkerton"", ""hass"", ""lamb hass""]"
anon54471927@sedemo.sink.sparkpostmail.com,Fatima Felix,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 77451656}","{""memberType"": ""gold"", ""state"": ""HI""}","[""reed"", ""pinkerton"", ""hass"", ""gwen"", ""fuerte"", ""lamb hass"", ""bacon""]"
anon84558289@sedemo.sink.sparkpostmail.com,Shelia Green,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 8796529}","{""memberType"": ""gold"", ""state"": ""MH""}","[""bacon"", ""fuerte"", ""gwen""]"
anon26283768@sedemo.sink.sparkpostmail.com,Thomas Hawthorne,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 87495786}","{""memberType"": ""gold"", ""state"": ""AR""}",[]
anon29418902@sedemo.sink.sparkpostmail.com,John Bivens,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 37807038}","{""memberType"": ""gold"", ""state"": ""ND""}","[""gwen"", ""hass"", ""fuerte"", ""bacon""]"
anon01111017@sedemo.sink.sparkpostmail.com,Roger Sims,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 11771175}","{""memberType"": ""bronze"", ""state"": ""MA""}",[]
anon15614942@sedemo.sink.sparkpostmail.com,Kisha Moore,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 28790004}","{""memberType"": ""silver"", ""state"": ""MN""}","[""gwen"", ""pinkerton"", ""hass"", ""bacon"", ""lamb hass"", ""fuerte""]"
anon27678205@sedemo.sink.sparkpostmail.com,James Frede,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 23235662}","{""memberType"": ""gold"", ""state"": ""ME""}",[]
anon54598896@sedemo.sink.sparkpostmail.com,Jeremy Rodas,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 95015927}","{""memberType"": ""platinum"", ""state"": ""KS""}","[""fuerte"", ""bacon"", ""gwen""]"
anon07351264@sedemo.sink.sparkpostmail.com,Byron Bennett,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 3797442}","{""memberType"": ""platinum"", ""state"": ""ME""}","[""fuerte"", ""lamb hass"", ""hass"", ""bacon"", ""gwen""]"
anon79411374@sedemo.sink.sparkpostmail.com,Eric Denman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 86711541}","{""memberType"": ""silver"", ""state"": ""TN""}","[""fuerte"", ""gwen"", ""hass"", ""bacon""]"
anon32430440@sedemo.sink.sparkpostmail.com,Truman Dell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 64207549}","{""memberType"": ""silver"", ""state"": ""KY""}","[""lamb hass"", ""fuerte"", ""gwen"", ""bacon"", ""hass""]"
anon32466664@sedemo.sink.sparkpostmail.com,Jean Hardaway,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 73091335}","{""memberType"": ""platinum"", ""state"": ""NY""}","[""bacon""]"
anon31691514@sedemo.sink.sparkpostmail.com,Thomas Dorf,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 93250488}","{""memberType"": ""silver"", ""state"": ""KY""}","[""fuerte"", ""pinkerton"", ""lamb hass"", ""bacon"", ""hass"", ""gwen""]"
anon20381082@sedemo.sink.sparkpostmail.com,Elizabeth Powell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 45499188}","{""memberType"": ""silver"", ""state"": ""AL""}","[""bacon"", ""fuerte""]"
anon02913441@sedemo.sink.sparkpostmail.com,Jessica Williams,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 903051}","{""memberType"": ""silver"", ""state"": ""AS""}",[]
anon40523255@sedemo.sink.sparkpostmail.com,Shelia Bubar,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 28211815}","{""memberType"": ""gold"", ""state"": ""MI""}","[""bacon"", ""fuerte""]"
anon95537937@sedemo.sink.sparkpostmail.com,Tobi Wade,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 25559627}","{""memberType"": ""gold"", ""state"": ""MH""}","[""lamb hass"", ""fuerte"", ""hass"", ""gwen"", ""bacon""]"
anon75946308@sedemo.sink.sparkpostmail.com,Jill Florez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 57562539}","{""memberType"": ""silver"", ""state"": ""NM""}","[""lamb hass"", ""bacon"", ""hass"", ""gwen"", ""fuerte""]"
anon40370580@sedemo.sink.sparkpostmail.com,Jay Hursey,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 89926517}","{""memberType"": ""gold"", ""state"": ""MA""}","[""fuerte"", ""gwen"", ""bacon"", ""hass""]"
anon24220352@sedemo.sink.sparkpostmail.com,James Fowler,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 425421}","{""memberType"": ""bronze"", ""state"": ""MI""}","[""bacon"", ""lamb hass"", ""fuerte"", ""hass"", ""gwen""]"
anon64432350@sedemo.sink.sparkpostmail.com,Richard Fowler,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 52638502}","{""memberType"": ""platinum"", ""state"": ""WV""}","[""bacon"", ""fuerte""]"
anon72221063@sedemo.sink.sparkpostmail.com,William Acevedo,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 62453189}","{""memberType"": ""gold"", ""state"": ""GU""}","[""bacon""]"
anon69223213@sedemo.sink.sparkpostmail.com,Leonard Perez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 62807996}","{""memberType"": ""bronze"", ""state"": ""MO""}","[""hass"", ""fuerte"", ""gwen"", ""pinkerton"", ""reed"", ""lamb hass"", ""bacon""]"
anon14968920@sedemo.sink.sparkpostmail.com,Truman Cribbs,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 76313400}","{""memberType"": ""silver"", ""state"": ""AR""}","[""lamb hass"", ""reed"", ""fuerte"", ""pinkerton"", ""hass"", ""bacon"", ""gwen""]"
anon33453582@sedemo.sink.sparkpostmail.com,Rodney Guzman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 78112064}","{""memberType"": ""bronze"", ""state"": ""VA""}","[""fuerte"", ""hass"", ""gwen"", ""bacon"", ""lamb hass""]"
anon33036378@sedemo.sink.sparkpostmail.com,William Stimpert,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 10617815}","{""memberType"": ""platinum"", ""state"": ""WY""}","[""bacon""]"
anon05293403@sedemo.sink.sparkpostmail.com,William Mcglothlin,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 89899239}","{""memberType"": ""platinum"", ""state"": ""OK""}","[""bacon"", ""fuerte"", ""gwen"", ""hass""]"
anon96371751@sedemo.sink.sparkpostmail.com,Faye Statum,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 80060702}","{""memberType"": ""gold"", ""state"": ""LA""}","[""gwen"", ""bacon"", ""pinkerton"", ""reed"", ""hass"", ""lamb hass"", ""fuerte""]"
anon10602584@sedemo.sink.sparkpostmail.com,Charles Hardaway,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 45939925}","{""memberType"": ""bronze"", ""state"": ""FL""}","[""bacon""]"
anon54378068@sedemo.sink.sparkpostmail.com,Truman Sandoval,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 21198496}","{""memberType"": ""silver"", ""state"": ""AK""}","[""gwen"", ""fuerte"", ""bacon""]"
anon76809999@sedemo.sink.sparkpostmail.com,Stephanie Sandoval,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 91015079}","{""memberType"": ""gold"", ""state"": ""MN""}","[""bacon"", ""pinkerton"", ""hass"", ""gwen"", ""fuerte"", ""lamb hass""]"
anon90188296@sedemo.sink.sparkpostmail.com,Kristopher Browning,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 48611517}","{""memberType"": ""platinum"", ""state"": ""NH""}","[""fuerte"", ""bacon""]"
anon18850575@sedemo.sink.sparkpostmail.com,Mary Powell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 25091895}","{""memberType"": ""gold"", ""state"": ""RI""}","[""bacon""]"
anon78123893@sedemo.sink.sparkpostmail.com,Carol Wade,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 53100179}","{""memberType"": ""silver"", ""state"": ""AL""}",[]
anon61917189@sedemo.sink.sparkpostmail.com,Hattie Dickhoff,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 65997930}","{""memberType"": ""silver"", ""state"": ""MS""}","[""fuerte"", ""gwen"", ""bacon"", ""pinkerton"", ""lamb hass"", ""hass""]"
anon89615628@sedemo.sink.sparkpostmail.com,Michael Clark,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 67421220}","{""memberType"": ""silver"", ""state"": ""AK""}","[""lamb hass"", ""bacon"", ""fuerte"", ""hass"", ""pinkerton"", ""gwen""]"
anon62335707@sedemo.sink.sparkpostmail.com,Mario Chamberlain,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 81993272}","{""memberType"": ""platinum"", ""state"": ""MO""}",[]
anon05600048@sedemo.sink.sparkpostmail.com,Tara Lang,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 35739037}","{""memberType"": ""bronze"", ""state"": ""PR""}","[""bacon"", ""lamb hass"", ""fuerte"", ""gwen"", ""hass""]"
anon59249432@sedemo.sink.sparkpostmail.com,Irma Kuehn,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 98541365}","{""memberType"": ""platinum"", ""state"": ""MA""}","[""bacon"", ""fuerte"", ""gwen""]"
anon25520701@sedemo.sink.sparkpostmail.com,Barbara Cribbs,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 59807890}","{""memberType"": ""bronze"", ""state"": ""VI""}",[]
anon06525937@sedemo.sink.sparkpostmail.com,Margie Gruwell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 38410859}","{""memberType"": ""gold"", ""state"": ""SD""}","[""bacon"", ""fuerte""]"
anon20864207@sedemo.sink.sparkpostmail.com,Jerry Mcculla,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 72443368}","{""memberType"": ""platinum"", ""state"": ""NC""}","[""lamb hass"", ""reed"", ""gwen"", ""fuerte"", ""bacon"", ""hass"", ""pinkerton""]"
anon04053693@sedemo.sink.sparkpostmail.com,Margie Acker,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 88115466}","{""memberType"": ""gold"", ""state"": ""ME""}","[""gwen"", ""fuerte"", ""hass"", ""lamb hass"", ""bacon""]"
anon28438035@sedemo.sink.sparkpostmail.com,Margaret Holder,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 43899051}","{""memberType"": ""gold"", ""state"": ""GA""}","[""gwen"", ""bacon"", ""fuerte""]"
anon24578720@sedemo.sink.sparkpostmail.com,Alexander Dell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 58442203}","{""memberType"": ""platinum"", ""state"": ""AL""}","[""fuerte"", ""bacon""]"
anon99081608@sedemo.sink.sparkpostmail.com,Eric Dell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 69180306}","{""memberType"": ""bronze"", ""state"": ""ID""}","[""bacon"", ""pinkerton"", ""hass"", ""lamb hass"", ""gwen"", ""fuerte""]"
anon68554971@sedemo.sink.sparkpostmail.com,Alexander Garcia,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 17440984}","{""memberType"": ""platinum"", ""state"": ""AZ""}","[""gwen"", ""fuerte"", ""bacon"", ""hass"", ""lamb hass""]"
anon07204951@sedemo.sink.sparkpostmail.com,Michael Statum,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 9781348}","{""memberType"": ""gold"", ""state"": ""PW""}","[""bacon""]"
anon49142445@sedemo.sink.sparkpostmail.com,Ellyn Denman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 62405842}","{""memberType"": ""gold"", ""state"": ""NV""}","[""pinkerton"", ""bacon"", ""lamb hass"", ""fuerte"", ""hass"", ""gwen""]"
anon51344012@sedemo.sink.sparkpostmail.com,Irma Dellinger,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 86841475}","{""memberType"": ""gold"", ""state"": ""CT""}","[""bacon"", ""pinkerton"", ""gwen"", ""hass"", ""fuerte"", ""lamb hass""]"
anon50227878@sedemo.sink.sparkpostmail.com,Pamela Stimpert,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 16090922}","{""memberType"": ""gold"", ""state"": ""MO""}","[""gwen"", ""hass"", ""bacon"", ""fuerte""]"
anon38681601@sedemo.sink.sparkpostmail.com,Ryan Stimpert,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 33532223}","{""memberType"": ""gold"", ""state"": ""AZ""}","[""bacon""]"
anon05833117@sedemo.sink.sparkpostmail.com,Timothy Bell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 36787780}","{""memberType"": ""gold"", ""state"": ""MI""}","[""fuerte"", ""reed"", ""bacon"", ""gwen"", ""lamb hass"", ""hass"", ""pinkerton""]"
anon09563218@sedemo.sink.sparkpostmail.com,Jill Crawford,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 71060598}","{""memberType"": ""platinum"", ""state"": ""OR""}","[""bacon"", ""hass"", ""gwen"", ""fuerte"", ""lamb hass""]"
anon78524622@sedemo.sink.sparkpostmail.com,Byron Torres,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 9722655}","{""memberType"": ""platinum"", ""state"": ""MS""}",[]
anon93722701@sedemo.sink.sparkpostmail.com,Ellyn Lemire,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 42854545}","{""memberType"": ""platinum"", ""state"": ""KS""}","[""fuerte"", ""gwen"", ""hass"", ""bacon""]"
anon91489185@sedemo.sink.sparkpostmail.com,Shelia Velazquez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 64098695}","{""memberType"": ""platinum"", ""state"": ""MT""}","[""lamb hass"", ""bacon"", ""fuerte"", ""gwen"", ""hass""]"
anon92545323@sedemo.sink.sparkpostmail.com,Charles Mclarney,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 61499526}","{""memberType"": ""gold"", ""state"": ""WY""}","[""bacon""]"
anon39110609@sedemo.sink.sparkpostmail.com,Esperanza Copher,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 22012826}","{""memberType"": ""platinum"", ""state"": ""NH""}","[""fuerte"", ""gwen"", ""bacon""]"
anon26370081@sedemo.sink.sparkpostmail.com,Tara Lewis,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 55835436}","{""memberType"": ""platinum"", ""state"": ""TN""}","[""fuerte"", ""lamb hass"", ""hass"", ""gwen"", ""pinkerton"", ""bacon""]"
anon94964154@sedemo.sink.sparkpostmail.com,Hattie Tate,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 67910434}","{""memberType"": ""silver"", ""state"": ""IA""}","[""bacon"", ""fuerte""]"
anon63376613@sedemo.sink.sparkpostmail.com,Truman Mcglothlin,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 48109552}","{""memberType"": ""gold"", ""state"": ""MP""}","[""bacon"", ""fuerte"", ""hass"", ""gwen""]"
anon97800669@sedemo.sink.sparkpostmail.com,Patricia Tate,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 2356867}","{""memberType"": ""gold"", ""state"": ""CO""}","[""hass"", ""gwen"", ""fuerte"", ""bacon""]"
anon60965255@sedemo.sink.sparkpostmail.com,Wallace Bannister,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 62112866}","{""memberType"": ""bronze"", ""state"": ""NH""}","[""bacon""]"
anon39971227@sedemo.sink.sparkpostmail.com,Fatima Dorf,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 90553915}","{""memberType"": ""platinum"", ""state"": ""MD""}","[""bacon""]"
anon41513839@sedemo.sink.sparkpostmail.com,Margie Moore,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 89937364}","{""memberType"": ""bronze"", ""state"": ""NH""}","[""bacon"", ""fuerte""]"
anon72205218@sedemo.sink.sparkpostmail.com,Lela Guzman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 63564432}","{""memberType"": ""silver"", ""state"": ""MS""}","[""fuerte"", ""bacon""]"
anon21514252@sedemo.sink.sparkpostmail.com,Patricia Watson,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 96267972}","{""memberType"": ""gold"", ""state"": ""OR""}","[""fuerte"", ""gwen"", ""bacon"", ""hass""]"
anon33950154@sedemo.sink.sparkpostmail.com,Robert Stimpert,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 38798743}","{""memberType"": ""silver"", ""state"": ""MA""}","[""gwen"", ""hass"", ""bacon"", ""fuerte"", ""lamb hass""]"
anon66765607@sedemo.sink.sparkpostmail.com,Maurice Ledford,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 85789716}","{""memberType"": ""platinum"", ""state"": ""WA""}","[""bacon""]"
anon59089094@sedemo.sink.sparkpostmail.com,Tara Brockington,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 54081297}","{""memberType"": ""gold"", ""state"": ""IN""}","[""lamb hass"", ""gwen"", ""hass"", ""bacon"", ""fuerte""]"
anon71132047@sedemo.sink.sparkpostmail.com,Jean Kelly,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 68883690}","{""memberType"": ""gold"", ""state"": ""AS""}","[""lamb hass"", ""pinkerton"", ""gwen"", ""reed"", ""hass"", ""bacon"", ""fuerte""]"
anon08377686@sedemo.sink.sparkpostmail.com,Patricia Velazquez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 39001481}","{""memberType"": ""silver"", ""state"": ""PA""}","[""hass"", ""fuerte"", ""bacon"", ""gwen""]"
anon35419990@sedemo.sink.sparkpostmail.com,Melissa Stimpert,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 3662533}","{""memberType"": ""platinum"", ""state"": ""LA""}","[""fuerte"", ""hass"", ""reed"", ""pinkerton"", ""lamb hass"", ""gwen"", ""bacon""]"
anon79368005@sedemo.sink.sparkpostmail.com,Brian Garcia,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 65687234}","{""memberType"": ""gold"", ""state"": ""MA""}",[]
anon00158125@sedemo.sink.sparkpostmail.com,Russell Trawick,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 96757274}","{""memberType"": ""platinum"", ""state"": ""MI""}","[""gwen"", ""fuerte"", ""bacon""]"
anon29448448@sedemo.sink.sparkpostmail.com,Mildred Nooner,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 54666854}","{""memberType"": ""bronze"", ""state"": ""MN""}","[""fuerte"", ""gwen"", ""bacon"", ""hass"", ""lamb hass""]"
anon80034280@sedemo.sink.sparkpostmail.com,Elizabeth Velazquez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 30242786}","{""memberType"": ""platinum"", ""state"": ""MO""}","[""bacon"", ""gwen"", ""fuerte"", ""hass""]"
anon70305775@sedemo.sink.sparkpostmail.com,Shelia Acevedo,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 22649372}","{""memberType"": ""silver"", ""state"": ""NE""}","[""gwen"", ""bacon"", ""hass"", ""fuerte""]"
anon30530041@sedemo.sink.sparkpostmail.com,Fatima Engel,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 91018127}","{""memberType"": ""silver"", ""state"": ""IA""}","[""gwen"", ""pinkerton"", ""fuerte"", ""hass"", ""lamb hass"", ""bacon""]"
anon24079584@sedemo.sink.sparkpostmail.com,Rodney Richardson,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 21749561}","{""memberType"": ""platinum"", ""state"": ""MT""}","[""fuerte"", ""bacon""]"
anon10700896@sedemo.sink.sparkpostmail.com,Jean Amundson,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 73592091}","{""memberType"": ""gold"", ""state"": ""VI""}","[""fuerte"", ""bacon"", ""gwen""]"
anon90220640@sedemo.sink.sparkpostmail.com,Faye Hardaway,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 13843468}","{""memberType"": ""silver"", ""state"": ""WI""}","[""bacon"", ""hass"", ""lamb hass"", ""pinkerton"", ""fuerte"", ""reed"", ""gwen""]"
anon77900406@sedemo.sink.sparkpostmail.com,Mary Acker,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 12353831}","{""memberType"": ""silver"", ""state"": ""MT""}","[""bacon""]"
anon55864550@sedemo.sink.sparkpostmail.com,Stephanie Coleman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 40608352}","{""memberType"": ""silver"", ""state"": ""DC""}","[""gwen"", ""bacon"", ""fuerte""]"
anon08229599@sedemo.sink.sparkpostmail.com,James Lang,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 63374551}","{""memberType"": ""bronze"", ""state"": ""MO""}","[""bacon""]"
anon65058819@sedemo.sink.sparkpostmail.com,Rodney Rodas,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 99725654}","{""memberType"": ""gold"", ""state"": ""AZ""}","[""bacon"", ""fuerte""]"
anon02089766@sedemo.sink.sparkpostmail.com,Wallace Tapia,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 70540413}","{""memberType"": ""platinum"", ""state"": ""NE""}","[""bacon"", ""fuerte""]"
anon07010776@sedemo.sink.sparkpostmail.com,James Gruwell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 26217300}","{""memberType"": ""bronze"", ""state"": ""MN""}","[""bacon"", ""fuerte""]"
anon93478262@sedemo.sink.sparkpostmail.com,Faye Frede,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 33038834}","{""memberType"": ""silver"", ""state"": ""MS""}",[]
anon31558062@sedemo.sink.sparkpostmail.com,Charles Florez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 10732064}","{""memberType"": ""bronze"", ""state"": ""NC""}","[""lamb hass"", ""reed"", ""fuerte"", ""gwen"", ""pinkerton"", ""bacon"", ""hass""]"
anon73515760@sedemo.sink.sparkpostmail.com,Tara Lang,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 18138239}","{""memberType"": ""gold"", ""state"": ""ND""}","[""bacon""]"
anon28287541@sedemo.sink.sparkpostmail.com,Jessica Amundson,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 29268429}","{""memberType"": ""bronze"", ""state"": ""MS""}","[""bacon""]"
anon04337574@sedemo.sink.sparkpostmail.com,Patricia Bubar,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 29880511}","{""memberType"": ""bronze"", ""state"": ""FM""}","[""fuerte"", ""hass"", ""gwen"", ""bacon""]"
anon47826878@sedemo.sink.sparkpostmail.com,Stephanie Bell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 30734920}","{""memberType"": ""platinum"", ""state"": ""UT""}","[""bacon"", ""hass"", ""gwen"", ""fuerte"", ""lamb hass""]"
anon77731838@sedemo.sink.sparkpostmail.com,Pamela Cribbs,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 20205180}","{""memberType"": ""silver"", ""state"": ""FM""}","[""fuerte"", ""bacon"", ""gwen""]"
anon74681178@sedemo.sink.sparkpostmail.com,Mary Lang,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 26191573}","{""memberType"": ""bronze"", ""state"": ""DC""}","[""hass"", ""bacon"", ""gwen"", ""fuerte""]"
anon78446232@sedemo.sink.sparkpostmail.com,Lela Hummer,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 15411182}","{""memberType"": ""platinum"", ""state"": ""WA""}","[""bacon"", ""hass"", ""fuerte"", ""gwen"", ""lamb hass""]"
anon29847496@sedemo.sink.sparkpostmail.com,Josephine Haecker,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 88692998}","{""memberType"": ""platinum"", ""state"": ""AZ""}","[""hass"", ""gwen"", ""bacon"", ""fuerte""]"
anon46034472@sedemo.sink.sparkpostmail.com,Ella Sandoval,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 89813427}","{""memberType"": ""bronze"", ""state"": ""MA""}","[""gwen"", ""fuerte"", ""lamb hass"", ""pinkerton"", ""bacon"", ""hass""]"
anon62080558@sedemo.sink.sparkpostmail.com,John Lau,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 63619861}","{""memberType"": ""silver"", ""state"": ""NJ""}","[""lamb hass"", ""bacon"", ""hass"", ""gwen"", ""fuerte""]"
anon06823569@sedemo.sink.sparkpostmail.com,David Lemire,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 85632075}","{""memberType"": ""silver"", ""state"": ""NM""}","[""gwen"", ""fuerte"", ""bacon"", ""hass""]"
anon82966880@sedemo.sink.sparkpostmail.com,Rosetta Holder,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 91350884}","{""memberType"": ""bronze"", ""state"": ""MO""}","[""bacon""]"
anon39789035@sedemo.sink.sparkpostmail.com,Robert Carroll,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 52697218}","{""memberType"": ""silver"", ""state"": ""MT""}","[""gwen"", ""lamb hass"", ""bacon"", ""fuerte"", ""hass""]"
anon81529857@sedemo.sink.sparkpostmail.com,Marjorie Stimpert,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 81446020}","{""memberType"": ""platinum"", ""state"": ""MP""}","[""gwen"", ""hass"", ""fuerte"", ""bacon""]"
anon33527211@sedemo.sink.sparkpostmail.com,Michael Holder,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 1359629}","{""memberType"": ""platinum"", ""state"": ""FM""}","[""gwen"", ""fuerte"", ""bacon"", ""lamb hass"", ""hass"", ""pinkerton""]"
anon80290810@sedemo.sink.sparkpostmail.com,James Rodas,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 83793796}","{""memberType"": ""gold"", ""state"": ""LA""}","[""bacon""]"
